h0;h1;h2;h3;h4;h5;h6;h6p;h7;h8
0.430507;0.391144;0.350887;0.306332;0.26488;0.221192;0.179564;0.310988;0.268664;0.228235
0.430688;0.390792;0.350715;0.306332;0.264885;0.221192;0.179736;0.310713;0.268664;0.228583
0.430679;0.39062;0.350543;0.306332;0.264713;0.221192;0.179912;0.308408;0.268664;0.228755
0.430851;0.390432;0.350371;0.306338;0.264536;0.221192;0.179908;0.308058;0.268664;0.228927
0.431032;0.390612;0.350206;0.30616;0.264541;0.221192;0.180084;0.30788;0.268664;0.229099
0.431023;0.390612;0.349855;0.30616;0.264369;0.221196;0.180084;0.307812;0.268664;0.229276
0.431204;0.390604;0.34969;0.306166;0.264197;0.22102;0.180084;0.309772;0.268664;0.229276
0.431204;0.390776;0.349339;0.305988;0.264031;0.22102;0.180084;0.309778;0.268664;0.229276
0.431204;0.39094;0.349167;0.305994;0.263681;0.22102;0.180088;0.309668;0.268664;0.229276
0.431213;0.391284;0.348995;0.305816;0.263509;0.22102;0.179916;0.307708;0.268664;0.229281
0.431041;0.391636;0.348823;0.305816;0.263337;0.22102;0.17974;0.307634;0.268664;0.229104
0.430869;0.3918;0.348644;0.305822;0.26316;0.22102;0.179744;0.30976;0.268664;0.229109
0.430688;0.392144;0.348644;0.305644;0.263165;0.22102;0.179572;0.31011;0.268664;0.228937
0.430697;0.392496;0.348644;0.305644;0.262993;0.22102;0.179403;0.310282;0.268664;0.228769
0.430525;0.392668;0.348644;0.305577;0.262821;0.22102;0.179056;0.310454;0.268664;0.228421
0.430344;0.39284;0.348637;0.307536;0.262649;0.22102;0.178884;0.310626;0.268664;0.228253
0.430344;0.39302;0.348802;0.307536;0.262467;0.22102;0.178712;0.310792;0.268664;0.227909
0.430344;0.39302;0.349153;0.307536;0.262644;0.22102;0.178543;0.311136;0.268664;0.227561
0.430344;0.393028;0.349325;0.307536;0.262644;0.22102;0.178196;0.311473;0.268664;0.227393
0.430344;0.392848;0.349497;0.307536;0.262644;0.22102;0.178027;0.311996;0.268669;0.227049
0.430335;0.392864;0.349662;0.307536;0.262644;0.221016;0.17768;0.312346;0.268492;0.226705
0.430516;0.392512;0.350013;0.307536;0.262639;0.221192;0.177508;0.312518;0.268492;0.226361
0.430507;0.392348;0.350178;0.30753;0.262811;0.221188;0.177336;0.31269;0.268492;0.226013
0.430679;0.391996;0.350529;0.307708;0.262983;0.221364;0.177164;0.312855;0.268492;0.225845
0.43086;0.391824;0.350701;0.307708;0.263155;0.221368;0.176988;0.313206;0.268492;0.225501
0.430851;0.39166;0.350873;0.307702;0.263327;0.221188;0.176988;0.313371;0.268492;0.225153
0.431032;0.391316;0.351052;0.30788;0.263499;0.221364;0.176988;0.313722;0.268492;0.22498
0.431032;0.390964;0.351052;0.30788;0.263671;0.221364;0.176988;0.3139;0.268492;0.224808
0.431032;0.390784;0.351052;0.307874;0.263843;0.22136;0.176984;0.3139;0.268492;0.224636
0.431032;0.390792;0.351052;0.308046;0.264015;0.221536;0.17716;0.3139;0.268492;0.22446
0.431041;0.390612;0.351059;0.308224;0.264181;0.22154;0.177156;0.3139;0.268492;0.224464
0.430869;0.390604;0.35088;0.308298;0.264536;0.221364;0.177328;0.3139;0.268492;0.224288
0.430688;0.390776;0.350894;0.30616;0.264531;0.22136;0.1775;0.313906;0.268492;0.224284
0.430697;0.390956;0.35055;0.30616;0.264708;0.221536;0.177669;0.313734;0.268492;0.22446
0.430516;0.39094;0.350199;0.306154;0.264703;0.221536;0.178016;0.313562;0.268492;0.224456
0.430516;0.391284;0.350034;0.306332;0.26488;0.221536;0.178185;0.313397;0.268492;0.224628
0.430525;0.391628;0.349683;0.306332;0.264875;0.22154;0.178532;0.313046;0.268492;0.2248
0.430344;0.39198;0.349511;0.306338;0.265057;0.221364;0.178704;0.312874;0.268492;0.224972
0.430344;0.392152;0.349339;0.30616;0.26488;0.22136;0.178876;0.312702;0.268492;0.225139
0.430335;0.392324;0.349174;0.30616;0.264885;0.221536;0.179048;0.312537;0.268492;0.225487
0.430516;0.392496;0.348823;0.306166;0.264713;0.22154;0.17922;0.312192;0.268492;0.225655
0.430507;0.392676;0.348644;0.305988;0.264536;0.221364;0.179392;0.311848;0.268492;0.225999
0.430679;0.392668;0.348651;0.305988;0.264541;0.221364;0.179564;0.311498;0.268492;0.226343
0.430851;0.392848;0.348465;0.305994;0.264369;0.221368;0.179736;0.311332;0.268492;0.226691
0.431032;0.392856;0.348644;0.305822;0.264197;0.221192;0.179912;0.310988;0.268487;0.226859
0.431023;0.392684;0.348637;0.305644;0.264031;0.221192;0.179908;0.310713;0.268664;0.227203
0.431204;0.392512;0.348809;0.305644;0.263681;0.221192;0.180084;0.308402;0.268664;0.227547
0.431204;0.39234;0.348988;0.30565;0.263509;0.221192;0.180084;0.30823;0.268664;0.227895
0.431213;0.392176;0.348981;0.305472;0.263332;0.221196;0.180088;0.307984;0.268664;0.228063
0.431032;0.391824;0.349146;0.305472;0.263337;0.22102;0.179912;0.30995;0.268664;0.228411
0.431041;0.391652;0.34949;0.305478;0.263165;0.22102;0.179912;0.30984;0.268664;0.228583
0.43086;0.391488;0.349834;0.3053;0.262999;0.22102;0.179916;0.307886;0.268664;0.228755
0.430869;0.391136;0.350185;0.3053;0.262644;0.22102;0.179744;0.307708;0.268664;0.228927
0.430688;0.390964;0.350357;0.3053;0.262644;0.22102;0.179572;0.307702;0.268664;0.229099
0.430697;0.390792;0.350529;0.3053;0.262644;0.22102;0.179403;0.307806;0.268664;0.229276
0.430525;0.390612;0.350701;0.305294;0.262644;0.22102;0.179056;0.309944;0.268664;0.229276
0.430344;0.390612;0.350873;0.305472;0.262644;0.22102;0.178884;0.310006;0.268664;0.229276
0.430353;0.390604;0.351052;0.305472;0.262644;0.22102;0.178715;0.308218;0.268664;0.229276
0.430172;0.390776;0.351045;0.305466;0.262644;0.22102;0.178368;0.30839;0.268664;0.229281
0.430163;0.39094;0.351231;0.305644;0.262639;0.22102;0.178196;0.308556;0.268664;0.229109
0.430344;0.391292;0.351059;0.305638;0.262805;0.22102;0.178024;0.308832;0.268664;0.228937
0.430335;0.391456;0.350887;0.30581;0.263155;0.22102;0.177852;0.311136;0.268664;0.228765
0.430507;0.391808;0.350715;0.305915;0.263332;0.22102;0.17768;0.311554;0.268664;0.228593
0.430679;0.391972;0.350543;0.308052;0.263327;0.221016;0.177508;0.309766;0.268664;0.228425
0.43086;0.392324;0.350371;0.308046;0.263499;0.221192;0.177336;0.309863;0.268664;0.228081
0.430851;0.392496;0.350199;0.308224;0.263671;0.221192;0.177164;0.312161;0.268664;0.227733
0.431032;0.392668;0.350034;0.308218;0.263837;0.221192;0.176988;0.312683;0.268664;0.227565
0.431032;0.39284;0.349683;0.308396;0.264187;0.221192;0.176988;0.313034;0.268664;0.227221
0.431032;0.39302;0.349518;0.308396;0.264359;0.221188;0.176988;0.313206;0.268664;0.226877
0.431032;0.39302;0.349167;0.308396;0.264536;0.221364;0.176988;0.313378;0.268664;0.226533
0.431032;0.393028;0.348995;0.308396;0.264536;0.221364;0.176988;0.31355;0.268664;0.226189
0.431041;0.392856;0.348816;0.308396;0.264531;0.221364;0.176988;0.313728;0.268664;0.225841

